11,11,2015-11-18,16:26:28,148,+7:00,192.168.0.241,137,0.0.0.0,137,UDP,RX,E42F011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
12,12,2015-11-18,16:26:28,202,+7:00,192.168.0.241,137,0.0.0.0,137,UDP,RX,E431011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
13,13,2015-11-18,16:26:28,255,+7:00,192.168.0.186,137,0.0.0.0,137,UDP,RX,B377011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
14,14,2015-11-18,16:26:28,443,+7:00,192.168.0.44,137,0.0.0.0,137,UDP,RX,CDC5011000010000000000002045474547434143414341434143414341434143414341434143414341434141410000200001,50
15,15,2015-11-18,16:26:28,890,+7:00,192.168.0.241,137,0.0.0.0,137,UDP,RX,E42F011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
16,16,2015-11-18,16:26:28,946,+7:00,192.168.0.241,137,0.0.0.0,137,UDP,RX,E431011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
17,17,2015-11-18,16:26:29,218,+7:00,192.168.0.44,137,0.0.0.0,137,UDP,RX,CDC5011000010000000000002045474547434143414341434143414341434143414341434143414341434141410000200001,50
18,18,2015-11-18,16:26:29,944,+7:00,192.168.0.44,137,0.0.0.0,137,UDP,RX,CDC5011000010000000000002045474547434143414341434143414341434143414341434143414341434141410000200001,50
19,19,2015-11-18,16:26:30,746,+7:00,192.168.0.44,137,0.0.0.0,137,UDP,RX,CDC7011000010000000000002045474547434143414341434143414341434143414341434143414341434141410000200001,50
20,20,2015-11-18,16:26:31,142,+7:00,192.168.0.241,137,0.0.0.0,137,UDP,RX,E435011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
21,21,2015-11-18,16:26:31,448,+7:00,192.168.0.44,137,0.0.0.0,137,UDP,RX,CDC7011000010000000000002045474547434143414341434143414341434143414341434143414341434141410000200001,50
22,22,2015-11-18,16:26:31,878,+7:00,192.168.0.241,137,0.0.0.0,137,UDP,RX,E433011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
23,23,2015-11-18,16:26:31,932,+7:00,192.168.0.241,137,0.0.0.0,137,UDP,RX,E435011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
24,24,2015-11-18,16:26:32,132,+7:00,192.168.0.241,137,0.0.0.0,137,UDP,RX,E4370110000100000000000020454A4644454246454542464143414341434143414341434143414341434141410000200001,50
25,25,2015-11-18,16:26:32,201,+7:00,192.168.0.44,137,0.0.0.0,137,UDP,RX,CDC7011000010000000000002045474547434143414341434143414341434143414341434143414341434141410000200001,50
26,26,2015-11-18,16:26:32,708,+7:00,192.168.0.241,137,0.0.0.0,137,UDP,RX,E433011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
27,27,2015-11-18,16:26:32,761,+7:00,192.168.0.241,137,0.0.0.0,137,UDP,RX,E435011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
28,28,2015-11-18,16:26:32,884,+7:00,192.168.0.241,137,0.0.0.0,137,UDP,RX,E4370110000100000000000020454A4644454246454542464143414341434143414341434143414341434141410000200001,50
29,29,2015-11-18,16:26:33,131,+7:00,192.168.0.186,137,0.0.0.0,137,UDP,RX,B379011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
30,30,2015-11-18,16:26:33,655,+7:00,192.168.0.241,137,0.0.0.0,137,UDP,RX,E4370110000100000000000020454A4644454246454542464143414341434143414341434143414341434141410000200001,50
31,31,2015-11-18,16:26:33,869,+7:00,192.168.0.186,137,0.0.0.0,137,UDP,RX,B379011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
32,32,2015-11-18,16:26:34,346,+7:00,192.168.0.241,137,0.0.0.0,137,UDP,RX,E43B0110000100000000000020454A4644454246454542464143414341434143414341434143414341434141410000200001,50
33,33,2015-11-18,16:26:34,654,+7:00,192.168.0.186,137,0.0.0.0,137,UDP,RX,B379011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
34,34,2015-11-18,16:26:34,959,+7:00,192.168.0.241,137,0.0.0.0,137,UDP,RX,E43B0110000100000000000020454A4644454246454542464143414341434143414341434143414341434141410000200001,50
35,35,2015-11-18,16:26:35,631,+7:00,192.168.0.241,137,0.0.0.0,137,UDP,RX,E4390110000100000000000020454A4644454246454542464143414341434143414341434143414341434141410000200001,50
36,36,2015-11-18,16:26:35,685,+7:00,192.168.0.241,137,0.0.0.0,137,UDP,RX,E43B0110000100000000000020454A4644454246454542464143414341434143414341434143414341434141410000200001,50
37,37,2015-11-18,16:26:36,882,+7:00,192.168.0.241,137,0.0.0.0,137,UDP,RX,E43D0110000100000000000020454A4644454246454542464143414341434143414341434143414341434141410000200001,50
38,38,2015-11-18,16:26:37,632,+7:00,192.168.0.241,137,0.0.0.0,137,UDP,RX,E43D0110000100000000000020454A4644454246454542464143414341434143414341434143414341434141410000200001,50
39,39,2015-11-18,16:26:49,100,+7:00,192.168.0.94,137,0.0.0.0,137,UDP,RX,96EB011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
40,40,2015-11-18,16:26:49,155,+7:00,192.168.0.94,137,0.0.0.0,137,UDP,RX,96EC011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
41,41,2015-11-18,16:26:49,208,+7:00,192.168.0.241,137,0.0.0.0,137,UDP,RX,E440011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
42,42,2015-11-18,16:26:49,904,+7:00,192.168.0.94,137,0.0.0.0,137,UDP,RX,96EB011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
43,43,2015-11-18,16:26:49,957,+7:00,192.168.0.94,137,0.0.0.0,137,UDP,RX,96EC011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
44,44,2015-11-18,16:26:50,9,+7:00,192.168.0.241,137,0.0.0.0,137,UDP,RX,E440011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
45,45,2015-11-18,16:26:50,558,+7:00,192.168.0.94,137,0.0.0.0,137,UDP,RX,96EB011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
46,46,2015-11-18,16:26:50,736,+7:00,192.168.0.94,137,0.0.0.0,137,UDP,RX,96EC011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
47,47,2015-11-18,16:26:51,168,+7:00,192.168.0.241,137,0.0.0.0,137,UDP,RX,E442011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
48,48,2015-11-18,16:26:51,901,+7:00,192.168.0.241,137,0.0.0.0,137,UDP,RX,E442011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
49,49,2015-11-18,16:26:52,38,+7:00,192.168.0.94,137,0.0.0.0,137,UDP,RX,96EF011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
50,50,2015-11-18,16:26:52,91,+7:00,192.168.0.94,137,0.0.0.0,137,UDP,RX,96F0011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
51,51,2015-11-18,16:26:52,652,+7:00,192.168.0.241,137,0.0.0.0,137,UDP,RX,E442011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
52,52,2015-11-18,16:26:52,767,+7:00,192.168.0.94,137,0.0.0.0,137,UDP,RX,96EF011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
53,53,2015-11-18,16:26:52,820,+7:00,192.168.0.94,137,0.0.0.0,137,UDP,RX,96F0011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
54,54,2015-11-18,16:26:53,519,+7:00,192.168.0.94,137,0.0.0.0,137,UDP,RX,96EF011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
55,55,2015-11-18,16:26:53,572,+7:00,192.168.0.94,137,0.0.0.0,137,UDP,RX,96F0011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
56,56,2015-11-18,16:26:55,224,+7:00,192.168.0.94,137,0.0.0.0,137,UDP,RX,96F3011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
57,57,2015-11-18,16:26:55,971,+7:00,192.168.0.94,137,0.0.0.0,137,UDP,RX,96F3011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
58,58,2015-11-18,16:26:56,867,+7:00,192.168.0.94,137,0.0.0.0,137,UDP,RX,96F3011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
59,59,2015-11-18,16:26:59,746,+7:00,192.168.0.202,137,0.0.0.0,137,UDP,RX,B235011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
60,60,2015-11-18,16:27:0,553,+7:00,192.168.0.202,137,0.0.0.0,137,UDP,RX,B235011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
61,61,2015-11-18,16:27:1,397,+7:00,192.168.0.159,137,0.0.0.0,137,UDP,RX,F174011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
62,62,2015-11-18,16:27:2,146,+7:00,192.168.0.159,137,0.0.0.0,137,UDP,RX,F174011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
63,63,2015-11-18,16:27:2,897,+7:00,192.168.0.159,137,0.0.0.0,137,UDP,RX,F174011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
64,64,2015-11-18,16:27:3,224,+7:00,192.168.0.42,138,0.0.0.0,138,UDP,RX,1102C81DC0A8002A008A00A00000204546454D454646474546454F46444646464145464643454F45504647454241410020464845504643454C45484643455046464641434143414341434143414341424F00FF534D422500000000000000000000000000000000000000000000000000000011000006000000000000000000E803000000000000000006005600030001000100020017005C4D41494C534C4F545C42524F575345000B4143455200,174
65,65,2015-11-18,16:27:6,189,+7:00,192.168.0.42,137,0.0.0.0,137,UDP,RX,C81F011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
66,66,2015-11-18,16:27:9,360,+7:00,192.168.0.42,137,0.0.0.0,137,UDP,RX,C820011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
67,67,2015-11-18,16:27:9,413,+7:00,192.168.0.94,137,0.0.0.0,137,UDP,RX,96F5011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
68,68,2015-11-18,16:27:9,977,+7:00,192.168.0.42,137,0.0.0.0,137,UDP,RX,C820011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
69,69,2015-11-18,16:27:10,187,+7:00,192.168.0.94,137,0.0.0.0,137,UDP,RX,96F7011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
70,70,2015-11-18,16:27:10,794,+7:00,192.168.0.42,137,0.0.0.0,137,UDP,RX,C820011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
71,71,2015-11-18,16:27:10,847,+7:00,192.168.0.94,137,0.0.0.0,137,UDP,RX,96F5011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
72,72,2015-11-18,16:27:10,999,+7:00,192.168.0.94,137,0.0.0.0,137,UDP,RX,96F7011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
73,73,2015-11-18,16:27:11,52,+7:00,192.168.0.159,137,0.0.0.0,137,UDP,RX,F178011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
74,74,2015-11-18,16:27:11,554,+7:00,192.168.0.159,137,0.0.0.0,137,UDP,RX,F178011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
75,75,2015-11-18,16:27:12,302,+7:00,192.168.0.159,137,0.0.0.0,137,UDP,RX,F178011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
76,76,2015-11-18,16:27:26,564,+7:00,192.168.0.42,137,0.0.0.0,137,UDP,RX,C822011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
77,77,2015-11-18,16:27:27,144,+7:00,192.168.0.42,137,0.0.0.0,137,UDP,RX,C822011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
78,78,2015-11-18,16:27:27,997,+7:00,192.168.0.42,137,0.0.0.0,137,UDP,RX,C822011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
79,79,2015-11-18,16:27:28,844,+7:00,192.168.0.186,137,0.0.0.0,137,UDP,RX,B37B011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
80,80,2015-11-18,16:27:29,594,+7:00,192.168.0.186,137,0.0.0.0,137,UDP,RX,B37B011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
81,81,2015-11-18,16:27:30,457,+7:00,192.168.0.186,137,0.0.0.0,137,UDP,RX,B37B011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
82,82,2015-11-18,16:27:30,709,+7:00,192.168.0.44,137,0.0.0.0,137,UDP,RX,CDC9011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
83,83,2015-11-18,16:27:30,762,+7:00,192.168.0.44,137,0.0.0.0,137,UDP,RX,CDCB011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
84,84,2015-11-18,16:27:31,464,+7:00,192.168.0.44,137,0.0.0.0,137,UDP,RX,CDC9011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
85,85,2015-11-18,16:27:31,518,+7:00,192.168.0.44,137,0.0.0.0,137,UDP,RX,CDCB011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
86,86,2015-11-18,16:27:31,571,+7:00,192.168.0.241,137,0.0.0.0,137,UDP,RX,E444011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
87,87,2015-11-18,16:27:32,213,+7:00,192.168.0.44,137,0.0.0.0,137,UDP,RX,CDCB011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
88,88,2015-11-18,16:27:32,266,+7:00,192.168.0.44,137,0.0.0.0,137,UDP,RX,CDC9011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
89,89,2015-11-18,16:27:32,320,+7:00,192.168.0.241,137,0.0.0.0,137,UDP,RX,E444011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
90,90,2015-11-18,16:27:33,783,+7:00,192.168.0.241,137,0.0.0.0,137,UDP,RX,E446011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
91,91,2015-11-18,16:27:34,527,+7:00,192.168.0.241,137,0.0.0.0,137,UDP,RX,E446011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
92,92,2015-11-18,16:27:39,970,+7:00,192.168.0.75,137,0.0.0.0,137,UDP,RX,CFB6011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
93,93,2015-11-18,16:27:40,695,+7:00,192.168.0.75,137,0.0.0.0,137,UDP,RX,CFB6011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
94,94,2015-11-18,16:27:41,515,+7:00,192.168.0.75,137,0.0.0.0,137,UDP,RX,CFB6011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
95,95,2015-11-18,16:27:43,358,+7:00,192.168.0.202,137,0.0.0.0,137,UDP,RX,B239011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
96,96,2015-11-18,16:27:44,70,+7:00,192.168.0.202,137,0.0.0.0,137,UDP,RX,B239011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
97,97,2015-11-18,16:27:44,834,+7:00,192.168.0.202,137,0.0.0.0,137,UDP,RX,B239011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
98,98,2015-11-18,16:27:45,184,+7:00,192.168.0.241,137,0.0.0.0,137,UDP,RX,E448011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
99,99,2015-11-18,16:27:45,935,+7:00,192.168.0.241,137,0.0.0.0,137,UDP,RX,E448011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
100,100,2015-11-18,16:27:46,637,+7:00,192.168.0.42,138,0.0.0.0,138,UDP,RX,1102C824C0A8002A008A00A00000204546454D454646474546454F46444646464145464643454F45504647454241410020464845504643454C45484643455046464641434143414341434143414341424F00FF534D422500000000000000000000000000000000000000000000000000000011000006000000000000000000E803000000000000000006005600030001000100020017005C4D41494C534C4F545C42524F575345000B4143455200,174
101,101,2015-11-18,16:27:46,691,+7:00,192.168.0.241,137,0.0.0.0,137,UDP,RX,E448011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
102,102,2015-11-18,16:27:48,68,+7:00,192.168.0.44,137,0.0.0.0,137,UDP,RX,CDCD011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
103,103,2015-11-18,16:27:48,439,+7:00,192.168.0.44,137,0.0.0.0,137,UDP,RX,CDCF011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
104,104,2015-11-18,16:27:48,591,+7:00,192.168.0.59,137,0.0.0.0,137,UDP,RX,A9B2011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
105,105,2015-11-18,16:27:48,733,+7:00,192.168.0.44,137,0.0.0.0,137,UDP,RX,CDCD011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
106,106,2015-11-18,16:27:49,161,+7:00,192.168.0.44,137,0.0.0.0,137,UDP,RX,CDCF011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
107,107,2015-11-18,16:27:49,345,+7:00,192.168.0.59,137,0.0.0.0,137,UDP,RX,A9B2011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
108,108,2015-11-18,16:27:49,501,+7:00,192.168.0.44,137,0.0.0.0,137,UDP,RX,CDCD011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
109,109,2015-11-18,16:27:49,912,+7:00,192.168.0.44,137,0.0.0.0,137,UDP,RX,CDCF011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
110,110,2015-11-18,16:27:50,91,+7:00,192.168.0.59,137,0.0.0.0,137,UDP,RX,A9B2011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
111,111,2015-11-18,16:27:50,388,+7:00,192.168.0.44,137,0.0.0.0,137,UDP,RX,CDD1011000010000000000002045424547434143414341434143414341434143414341434143414341434141410000200001,50
112,112,2015-11-18,16:27:50,672,+7:00,192.168.0.44,137,0.0.0.0,137,UDP,RX,CDD3011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
113,113,2015-11-18,16:27:51,48,+7:00,192.168.0.241,137,0.0.0.0,137,UDP,RX,E44A011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
114,114,2015-11-18,16:27:51,142,+7:00,192.168.0.44,137,0.0.0.0,137,UDP,RX,CDD1011000010000000000002045424547434143414341434143414341434143414341434143414341434141410000200001,50
115,115,2015-11-18,16:27:51,550,+7:00,192.168.0.44,137,0.0.0.0,137,UDP,RX,CDD3011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
116,116,2015-11-18,16:27:51,787,+7:00,192.168.0.241,137,0.0.0.0,137,UDP,RX,E44A011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
117,117,2015-11-18,16:27:51,900,+7:00,192.168.0.44,137,0.0.0.0,137,UDP,RX,CDD1011000010000000000002045424547434143414341434143414341434143414341434143414341434141410000200001,50
118,118,2015-11-18,16:27:52,161,+7:00,192.168.0.44,137,0.0.0.0,137,UDP,RX,CDD3011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
119,119,2015-11-18,16:27:52,215,+7:00,192.168.0.94,137,0.0.0.0,137,UDP,RX,96F9011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
120,120,2015-11-18,16:27:52,268,+7:00,192.168.0.94,137,0.0.0.0,137,UDP,RX,96FA011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
121,121,2015-11-18,16:27:52,536,+7:00,192.168.0.241,137,0.0.0.0,137,UDP,RX,E44A011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
122,122,2015-11-18,16:27:52,647,+7:00,192.168.0.44,137,0.0.0.0,137,UDP,RX,CDD5011000010000000000002045424547434143414341434143414341434143414341434143414341434141410000200001,50
123,123,2015-11-18,16:27:52,761,+7:00,192.168.0.94,137,0.0.0.0,137,UDP,RX,96FA011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
124,124,2015-11-18,16:27:52,814,+7:00,192.168.0.94,137,0.0.0.0,137,UDP,RX,96F9011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
125,125,2015-11-18,16:27:53,398,+7:00,192.168.0.44,137,0.0.0.0,137,UDP,RX,CDD5011000010000000000002045424547434143414341434143414341434143414341434143414341434141410000200001,50
126,126,2015-11-18,16:27:53,512,+7:00,192.168.0.94,137,0.0.0.0,137,UDP,RX,96F9011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
127,127,2015-11-18,16:27:53,565,+7:00,192.168.0.94,137,0.0.0.0,137,UDP,RX,96FA011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
128,128,2015-11-18,16:27:54,146,+7:00,192.168.0.44,137,0.0.0.0,137,UDP,RX,CDD5011000010000000000002045424547434143414341434143414341434143414341434143414341434141410000200001,50
129,129,2015-11-18,16:27:54,976,+7:00,192.168.0.94,137,0.0.0.0,137,UDP,RX,96FD011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
130,130,2015-11-18,16:27:55,29,+7:00,192.168.0.94,137,0.0.0.0,137,UDP,RX,96FF011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
131,131,2015-11-18,16:27:55,726,+7:00,192.168.0.94,137,0.0.0.0,137,UDP,RX,96FD011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
132,132,2015-11-18,16:27:55,779,+7:00,192.168.0.94,137,0.0.0.0,137,UDP,RX,96FF011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
133,133,2015-11-18,16:27:56,476,+7:00,192.168.0.94,137,0.0.0.0,137,UDP,RX,96FD011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
134,134,2015-11-18,16:27:56,529,+7:00,192.168.0.94,137,0.0.0.0,137,UDP,RX,96FF011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
135,135,2015-11-18,16:27:59,984,+7:00,192.168.0.129,137,0.0.0.0,137,UDP,RX,8CF6011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
136,136,2015-11-18,16:28:0,770,+7:00,192.168.0.129,137,0.0.0.0,137,UDP,RX,8CF6011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
137,137,2015-11-18,16:28:0,961,+7:00,192.168.0.175,138,0.0.0.0,138,UDP,RX,110AE135C0A800AF008A00BB000020454A46474542454F464345424545454A4645464A4542434143414341434143410020464845504643454C45484643455046464641434143414341434143414341424E00FF534D422500000000000000000000000000000000000000000000000000000011000021000000000000000000E803000000000000000021005600030001000000020032005C4D41494C534C4F545C42524F575345000100005307004956414E5241444954594100000000000601031000000F0155AA00,201
138,138,2015-11-18,16:28:1,484,+7:00,192.168.0.129,137,0.0.0.0,137,UDP,RX,8CF6011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
139,139,2015-11-18,16:28:12,238,+7:00,192.168.0.94,137,0.0.0.0,137,UDP,RX,9701011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
140,140,2015-11-18,16:28:12,292,+7:00,192.168.0.94,137,0.0.0.0,137,UDP,RX,9703011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
141,141,2015-11-18,16:28:12,995,+7:00,192.168.0.94,137,0.0.0.0,137,UDP,RX,9701011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
142,142,2015-11-18,16:28:13,50,+7:00,192.168.0.94,137,0.0.0.0,137,UDP,RX,9703011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
143,143,2015-11-18,16:28:13,741,+7:00,192.168.0.94,137,0.0.0.0,137,UDP,RX,9701011000010000000000002046484641454245454341434143414341434143414341434143414341434141410000200001,50
